CD_MUN,lat,long,Município,UF,População 2022,GRUPO,TEXTO
4202057,-48.652569,-26.446419,Balneário Barra do Sul,SC,14.912,C,"A população de Balneário Barra do Sul (SC) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2103554,-44.838523,-3.797024,Conceição do Lago-Açu,MA,14.915,C,"A população de Conceição do Lago-Açu (MA) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2105609,-44.755579,-5.016049,Joselândia,MA,14.924,C,"A população de Joselândia (MA) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2516904,-38.391638,-6.510847,Uiraúna,PB,14.930,C,"A população de Uiraúna (PB) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1200427,-73.223448,-7.843835,Rodrigues Alves,AC,14.938,C,"A população de Rodrigues Alves (AC) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4315503,-53.343911,-29.81736,Restinga Sêca,RS,14.939,C,"A população de Restinga Sêca (RS) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4301636,-50.293763,-30.211229,Balneário Pinhal,RS,14.955,C,"A população de Balneário Pinhal (RS) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5222005,-48.440772,-16.81281,Vianópolis,GO,14.956,C,"A população de Vianópolis (GO) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2204709,-41.686019,-6.672738,Inhuma,PI,14.958,C,"A população de Inhuma (PI) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2513406,-36.906527,-6.917185,Santa Luzia,PB,14.959,C,"A população de Santa Luzia (PB) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3535408,-51.858066,-21.463306,Panorama,SP,14.964,C,"A população de Panorama (SP) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2927606,-38.16941,-9.769365,Santa Brígida,BA,14.965,C,"A população de Santa Brígida (BA) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4104428,-52.020823,-25.524292,Candói,PR,14.973,C,"A população de Candói (PR) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2927309,-38.759115,-12.885928,Salinas da Margarida,BA,14.987,C,"A população de Salinas da Margarida (BA) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4205001,-53.533105,-26.329843,Dionísio Cerqueira,SC,15.008,C,"A população de Dionísio Cerqueira (SC) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2901353,-39.871901,-10.280762,Andorinha,BA,15.012,C,"A população de Andorinha (BA) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3518503,-48.219119,-23.370487,Guareí,SP,15.013,C,"A população de Guareí (SP) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3108552,-45.902478,-16.956983,Brasilândia de Minas,MG,15.020,C,"A população de Brasilândia de Minas (MG) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2605509,-35.244588,-7.478457,Ferreiros,PE,15.026,C,"A população de Ferreiros (PE) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2701704,-36.093278,-9.345912,Capela,AL,15.032,C,"A população de Capela (AL) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3102308,-43.152509,-20.111811,Alvinópolis,MG,15.059,C,"A população de Alvinópolis (MG) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4105706,-52.357857,-26.344654,Clevelândia,PR,15.070,C,"A população de Clevelândia (PR) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3303104,-41.931263,-21.04165,Natividade,RJ,15.074,C,"A população de Natividade (RJ) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3519055,-47.065031,-22.630296,Holambra,SP,15.094,C,"A população de Holambra (SP) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3539400,-49.191797,-22.424953,Piratininga,SP,15.108,C,"A população de Piratininga (SP) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4111902,-51.556383,-23.065263,Jaguapitã,PR,15.122,C,"A população de Jaguapitã (PR) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2925600,-41.99531,-11.303399,Presidente Dutra,BA,15.130,C,"A população de Presidente Dutra (BA) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2901155,-41.522923,-11.406196,América Dourada,BA,15.137,C,"A população de América Dourada (BA) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2903607,-38.792633,-11.585323,Biritinga,BA,15.146,C,"A população de Biritinga (BA) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2308203,-40.450852,-3.578593,Meruoca,CE,15.157,C,"A população de Meruoca (CE) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2703304,-37.692195,-9.271785,Inhapi,AL,15.167,C,"A população de Inhapi (AL) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4307500,-52.82716,-28.86412,Espumoso,RS,15.173,C,"A população de Espumoso (RS) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2929057,-44.029785,-13.551604,São Félix do Coribe,BA,15.194,C,"A população de São Félix do Coribe (BA) é 4,7 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3545001,-45.842587,-23.580196,Salesópolis,SP,15.202,C,"A população de Salesópolis (SP) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2903276,-39.09492,-11.538041,Barrocas,BA,15.203,C,"A população de Barrocas (BA) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3305703,-42.664197,-22.107078,Sumidouro,RJ,15.206,C,"A população de Sumidouro (RJ) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4123006,-53.28706,-25.775389,Salto do Lontra,PR,15.223,C,"A população de Salto do Lontra (PR) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3538204,-46.573427,-22.778688,Pinhalzinho,SP,15.224,C,"A população de Pinhalzinho (SP) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3512308,-48.047104,-22.965633,Conchas,SP,15.232,C,"A população de Conchas (SP) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3133105,-44.921047,-22.320098,Itanhandu,MG,15.236,C,"A população de Itanhandu (MG) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1508050,-56.003467,-5.130225,Trairão,PA,15.242,C,"A população de Trairão (PA) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4104402,-51.253263,-24.645471,Cândido de Abreu,PR,15.244,C,"A população de Cândido de Abreu (PR) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5107800,-55.447141,-16.535828,Santo Antônio do Leverger,MT,15.246,C,"A população de Santo Antônio do Leverger (MT) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4204509,-49.326711,-26.439934,Corupá,SC,15.267,C,"A população de Corupá (SC) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2310803,-38.488652,-6.040833,Pereiro,CE,15.274,C,"A população de Pereiro (CE) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1711902,-50.160722,-11.034999,Lagoa da Confusão,TO,15.288,C,"A população de Lagoa da Confusão (TO) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2404507,-36.343949,-5.174761,Guamaré,RN,15.295,C,"A população de Guamaré (RN) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2915205,-39.830454,-14.252567,Itagibá,BA,15.310,C,"A população de Itagibá (BA) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1300201,-71.740911,-5.710785,Atalaia do Norte,AM,15.314,C,"A população de Atalaia do Norte (AM) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3162807,-42.775599,-18.513626,São João Evangelista,MG,15.315,C,"A população de São João Evangelista (MG) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4317905,-54.711,-27.798362,Santo Cristo,RS,15.320,C,"A população de Santo Cristo (RS) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2608305,-36.394019,-8.715359,Jupi,PE,15.329,C,"A população de Jupi (PE) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2931608,-39.497483,-13.554433,Teolândia,BA,15.332,C,"A população de Teolândia (BA) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5102603,-53.128381,-14.374608,Campinápolis,MT,15.347,C,"A população de Campinápolis (MT) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2932606,-42.684008,-14.736562,Urandi,BA,15.355,C,"A população de Urandi (BA) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3120805,-44.797825,-21.730683,Cruzília,MG,15.362,C,"A população de Cruzília (MG) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2920205,-43.646,-14.216365,Malhada,BA,15.398,C,"A população de Malhada (BA) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2309201,-39.665085,-7.093139,Nova Olinda,CE,15.399,C,"A população de Nova Olinda (CE) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2705200,-35.812351,-9.343608,Messias,AL,15.405,C,"A população de Messias (AL) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2313559,-39.405726,-3.551097,Tururu,CE,15.412,C,"A população de Tururu (CE) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2702553,-36.770273,-9.393442,Estrela de Alagoas,AL,15.429,C,"A população de Estrela de Alagoas (AL) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5107701,-55.936586,-14.764343,Rosário Oeste,MT,15.453,C,"A população de Rosário Oeste (MT) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
5105903,-55.812479,-14.376971,Nobres,MT,15.492,C,"A população de Nobres (MT) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3147600,-44.96834,-22.405782,Passa Quatro,MG,15.515,C,"A população de Passa Quatro (MG) é 4,8 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2911402,-38.444762,-9.229366,Glória,BA,15.524,C,"A população de Glória (BA) é 4,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3537008,-47.439062,-20.205585,Pedregulho,SP,15.525,C,"A população de Pedregulho (SP) é 4,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2913408,-42.704146,-13.863066,Igaporã,BA,15.527,C,"A população de Igaporã (BA) é 4,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3523305,-47.12814,-24.292685,Itariri,SP,15.528,C,"A população de Itariri (SP) é 4,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1302801,-65.039551,-2.426829,Maraã,AM,15.529,C,"A população de Maraã (AM) é 4,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4102901,-51.529314,-26.171511,Bituruna,PR,15.533,C,"A população de Bituruna (PR) é 4,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3511706,-47.746197,-22.530176,Charqueada,SP,15.535,C,"A população de Charqueada (SP) é 4,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4215505,-50.44624,-26.926038,Santa Cecília,SC,15.546,C,"A população de Santa Cecília (SC) é 4,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2701605,-37.528453,-9.125406,Canapi,AL,15.559,C,"A população de Canapi (AL) é 4,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2406502,-36.519115,-6.092458,Lagoa Nova,RN,15.573,C,"A população de Lagoa Nova (RN) é 4,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4319406,-54.238003,-29.611382,São Pedro do Sul,RS,15.577,C,"A população de São Pedro do Sul (RS) é 4,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1508357,-51.973974,-3.135268,Vitória do Xingu,PA,15.607,C,"A população de Vitória do Xingu (PA) é 4,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4212106,-53.179829,-27.092622,Palmitos,SC,15.626,C,"A população de Palmitos (SC) é 4,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2304509,-40.822765,-3.710812,Frecheirinha,CE,15.657,C,"A população de Frecheirinha (CE) é 4,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1100064,-60.550244,-13.159153,Colorado do Oeste,RO,15.663,C,"A população de Colorado do Oeste (RO) é 4,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4202073,-49.615368,-29.153516,Balneário Gaivota,SC,15.669,C,"A população de Balneário Gaivota (SC) é 4,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
1100148,-62.280238,-11.643119,Nova Brasilândia D'Oeste,RO,15.679,C,"A população de Nova Brasilândia D'Oeste (RO) é 4,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2804003,-37.105232,-10.730405,Maruim,SE,15.719,C,"A população de Maruim (SE) é 4,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4103909,-52.788321,-24.616609,Campina da Lagoa,PR,15.723,C,"A população de Campina da Lagoa (PR) é 4,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
4204558,-50.378096,-27.59683,Correia Pinto,SC,15.727,C,"A população de Correia Pinto (SC) é 4,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2921401,-40.714509,-10.776985,Mirangaba,BA,15.734,C,"A população de Mirangaba (BA) é 4,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
3157708,-47.509102,-19.380275,Santa Juliana,MG,15.734,C,"A população de Santa Juliana (MG) é 4,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
2916856,-39.734692,-12.71284,Itatim,BA,15.737,C,"A população de Itatim (BA) é 4,9 vezes maior que o máximo de componentes recomendados para um desfile na Sapucaí."
